UserID,UserName,Age,Gender,Email,Experience,Expertise,TeacherRating,CourseRating
U00775,timothy66,29,Female,gregoryalison@hotmail.com,1,Data Science,4.98,4.87
U00776,smithgloria,26,Female,rbrown@yahoo.com,3,Machine Learning,4.4,4.02
U00777,donaldcastillo,29,Male,lewisrachael@outlook.com,4,Machine Learning,3.62,3.3
U00778,darrencarey,33,Male,kristina95@gmail.com,8,Data Science,4.47,4.41
U00779,vargasemily,24,Female,westvictor@gmail.com,6,Web Dev,4.44,4.2
U00780,christopherduran,32,Female,haleygould@yahoo.com,10,Web Dev,4.46,4.12
U00781,lucasnorman,18,Female,martindeborah@gmail.com,7,Web Dev,3.96,3.57
U00782,hholt,25,Male,grodgers@hotmail.com,8,Data Science,4.79,4.78
U00783,joliver,35,Female,courtneyanthony@gmail.com,2,Web Dev,4.94,4.49
U00784,obrienjessica,22,Female,stephaniereed@yahoo.com,10,Data Science,3.83,3.55
U00785,fisherkathryn,17,Female,menglish@yahoo.com,8,Cyber Security,3.63,3.22
U00786,johnobrien,32,Female,tduncan@gmail.com,3,Cyber Security,3.79,3.39
U00787,alexisjones,29,Female,nwatts@outlook.com,7,Data Science,4.73,4.64
U00788,dalton45,24,Male,jessica89@yahoo.com,3,Machine Learning,4.51,4.45
U00789,edwardbishop,17,Female,hgeorge@gmail.com,7,Cyber Security,4.45,4.09
U00790,weekssamuel,16,Female,hensonkevin@yahoo.com,2,Web Dev,4.1,4.02
U00791,ggibbs,34,Female,megan67@yahoo.com,10,Data Science,4.37,3.95
U00792,ralphrobertson,20,Male,piercestacy@hotmail.com,6,Web Dev,3.96,3.6
U00793,jasonchapman,19,Male,amberrice@gmail.com,3,Web Dev,4.22,3.8
U00794,zperkins,23,Female,deanna03@yahoo.com,3,Machine Learning,4.69,4.54
U00795,pkent,34,Female,kellymoore@gmail.com,9,Web Dev,4.97,4.81
U00796,belljacob,22,Female,rachellewis@outlook.com,7,Machine Learning,4.9,4.56
U00797,djohnson,20,Male,brenda73@outlook.com,5,Cyber Security,4.9,4.88
U00798,phillipgarza,19,Female,ashleyjohnson@outlook.com,10,Data Science,4.1,3.74
U00799,danielle30,26,Female,april48@outlook.com,7,Web Dev,4.2,3.78
U00800,denniskara,29,Female,petersonamber@yahoo.com,9,Data Science,4.56,4.35
U00801,pmorse,32,Female,kellieandrade@hotmail.com,1,Web Dev,4.88,4.5
U00802,garciabradley,31,Male,susan84@outlook.com,7,Data Science,3.71,3.62
U00803,vyoung,26,Male,murphyelijah@hotmail.com,6,Web Dev,3.96,3.8
U00804,alexander76,24,Female,volson@hotmail.com,10,Web Dev,3.71,3.22
U00805,shelly99,18,Female,fosterabigail@gmail.com,9,Web Dev,4.42,3.93
U00806,hollowaybrian,27,Male,hardyann@hotmail.com,1,Web Dev,3.96,3.7
U00807,mark87,35,Female,theresa07@outlook.com,4,Web Dev,3.99,3.52
U00808,randalljensen,27,Female,sandrashaw@outlook.com,9,Web Dev,3.61,3.35
U00809,terrismith,24,Male,phansen@gmail.com,4,Web Dev,4.02,3.87
U00810,nshort,28,Male,kelsey23@hotmail.com,10,Web Dev,4.79,4.66
U00811,rachel13,25,Female,kimberly43@gmail.com,3,Web Dev,3.85,3.39
U00812,greenbradley,24,Female,jenniferpalmer@yahoo.com,9,Data Science,4.54,4.45
U00813,oberg,33,Male,andersonanthony@hotmail.com,2,Machine Learning,4.44,4.15
U00814,dana01,21,Female,hhoover@yahoo.com,4,Web Dev,4.8,4.52
U00815,blevinskenneth,17,Male,pcardenas@outlook.com,6,Machine Learning,3.7,3.33
U00816,nortonjennifer,34,Male,christopher24@hotmail.com,2,Web Dev,4.97,4.72
U00817,xwilkins,35,Female,adaugherty@gmail.com,8,Web Dev,4.37,4.23
U00818,josephthornton,20,Female,cynthia81@gmail.com,8,Data Science,4.99,4.91
U00819,macdonaldbarry,28,Female,greenangela@yahoo.com,1,Cyber Security,4.87,4.56
U00820,rhunt,31,Female,georgeamanda@hotmail.com,3,Cyber Security,3.83,3.47
U00821,sarawashington,23,Male,ashley12@yahoo.com,10,Data Science,3.58,3.3
U00822,iweber,35,Female,allenjason@gmail.com,9,Machine Learning,3.88,3.51
U00823,burgessashley,22,Male,jsalinas@outlook.com,5,Cyber Security,4.29,4.22
U00824,mary48,27,Male,josesmith@yahoo.com,6,Data Science,3.76,3.32
U00825,odavis,26,Male,richard58@gmail.com,4,Data Science,3.75,3.46
U00826,jamespatel,16,Male,maddoxashley@outlook.com,10,Cyber Security,4.19,4.13
U00827,joshua59,26,Female,morrisonbrian@yahoo.com,2,Machine Learning,3.55,3.32
U00828,tanya22,25,Male,brian39@hotmail.com,8,Data Science,3.68,3.26
U00829,hthomas,22,Male,householly@hotmail.com,6,Web Dev,4.12,3.67
U00830,cookreginald,26,Female,qhiggins@outlook.com,5,Machine Learning,3.59,3.46
U00831,stephanie39,18,Male,henryanderson@yahoo.com,9,Machine Learning,4.1,3.74
U00832,chumphrey,20,Female,fingram@yahoo.com,1,Cyber Security,4.21,4.16
U00833,anna24,32,Female,yangryan@hotmail.com,5,Cyber Security,4.18,4.16
U00834,connor47,30,Male,foxrachel@gmail.com,6,Web Dev,4.8,4.52
U00835,jonesnatalie,33,Female,johnstonheather@hotmail.com,5,Data Science,4.3,3.95
U00836,vlee,29,Female,mgonzalez@gmail.com,6,Cyber Security,4.2,3.8
U00837,summersbenjamin,28,Male,tina58@outlook.com,6,Cyber Security,4.12,3.95
U00838,johnmclean,25,Female,ibailey@hotmail.com,7,Machine Learning,4.73,4.73
U00839,richardgonzales,33,Male,anne86@outlook.com,4,Cyber Security,4.84,4.6
U00840,kristen96,18,Male,evanschad@gmail.com,8,Cyber Security,4.78,4.77
U00841,potterchristine,29,Female,zjones@hotmail.com,7,Cyber Security,4.51,4.46
U00842,johnsonmichael,21,Female,slucas@hotmail.com,9,Cyber Security,3.71,3.55
U00843,danielrivera,21,Male,shieldsjustin@outlook.com,7,Machine Learning,3.92,3.7
U00844,bellnicholas,26,Male,rachelharris@gmail.com,3,Web Dev,3.57,3.43
U00845,larry84,25,Female,selena53@hotmail.com,3,Web Dev,4.9,4.61
U00846,geraldbrown,16,Male,amanda42@hotmail.com,8,Data Science,4.49,4.46
U00847,cscott,23,Male,adamsjessica@gmail.com,5,Cyber Security,4.62,4.55
U00848,wlindsey,28,Male,alan56@hotmail.com,4,Machine Learning,3.97,3.62
U00849,patrick51,20,Male,thompsonjack@gmail.com,8,Data Science,4.77,4.7
U00850,christopheradams,26,Male,brandon52@hotmail.com,6,Data Science,3.89,3.57
U00851,jamesandersen,21,Male,gregorycastillo@outlook.com,2,Web Dev,3.5,3.47
U00852,scottgoodman,23,Male,mthomas@gmail.com,4,Machine Learning,4.06,3.86
U00853,qhancock,24,Male,jessicatate@yahoo.com,4,Machine Learning,4.36,4.27
U00854,jeffery46,28,Male,jenniferking@gmail.com,6,Machine Learning,4.22,4.17
U00855,cmoody,15,Female,jonathan95@yahoo.com,6,Web Dev,4.79,4.51
U00856,jeffreyosborne,21,Female,abrown@yahoo.com,1,Web Dev,3.66,3.2
U00857,rjohnson,15,Male,fshaw@outlook.com,8,Web Dev,4.33,4.3
U00858,hperez,20,Male,josephramirez@gmail.com,6,Web Dev,4.27,4.06
U00859,connie76,22,Male,fjones@outlook.com,3,Web Dev,3.92,3.57
U00860,charlesromero,23,Female,sabrinagarcia@yahoo.com,9,Cyber Security,4.73,4.5
U00861,cjones,22,Female,williamporter@hotmail.com,2,Cyber Security,4.63,4.23
U00862,ucampbell,18,Female,ycruz@outlook.com,8,Machine Learning,4.6,4.51
U00863,carlachambers,23,Female,catherine34@gmail.com,10,Data Science,4.81,4.33
U00864,taralucas,22,Female,wesleygomez@hotmail.com,3,Machine Learning,4.58,4.39
U00865,ynguyen,27,Male,katievasquez@hotmail.com,5,Data Science,3.85,3.68
U00866,kevinbryant,30,Male,kaneamber@yahoo.com,6,Web Dev,4.56,4.12
U00867,kadams,30,Male,smiththomas@yahoo.com,10,Data Science,3.96,3.68
U00868,brookelester,16,Female,jeannejones@yahoo.com,6,Machine Learning,3.86,3.6
U00869,kathy66,19,Male,hernandezcrystal@gmail.com,4,Machine Learning,3.61,3.25
U00870,sarah55,22,Male,kennethbrown@outlook.com,3,Data Science,4.62,4.33
U00871,harrisangel,26,Male,rebecca41@gmail.com,4,Cyber Security,4.57,4.49
U00872,leonard49,27,Male,uwhite@outlook.com,1,Web Dev,3.85,3.51
U00873,nicholas43,28,Male,deanbrandon@hotmail.com,4,Web Dev,4.62,4.55
U00874,daniel14,25,Male,webbalexander@yahoo.com,1,Machine Learning,4.88,4.48
U00875,lauren47,23,Male,cnorman@hotmail.com,1,Cyber Security,3.66,3.17
U00876,steven86,27,Male,ghart@outlook.com,10,Data Science,3.85,3.66
U00877,brian68,35,Male,albert18@yahoo.com,6,Web Dev,4.63,4.41
U00878,gregory34,31,Male,christian06@hotmail.com,5,Cyber Security,3.91,3.89
U00879,andrea15,18,Female,ygarcia@gmail.com,4,Web Dev,4.44,4.43
U00880,burnettjennifer,15,Male,jodi61@outlook.com,3,Cyber Security,3.62,3.16
U00881,jayala,34,Female,austinamy@outlook.com,1,Cyber Security,4.18,4.12
U00882,tyrone43,34,Female,adamjensen@gmail.com,6,Machine Learning,4.61,4.39
U00883,brittany87,27,Female,anthony51@hotmail.com,2,Web Dev,4.53,4.12
U00884,davenportjerome,19,Male,fosteredward@hotmail.com,8,Data Science,4.72,4.28
U00885,moralessherri,28,Female,robinsonmichelle@gmail.com,10,Machine Learning,4.82,4.56
U00886,brenda56,22,Female,joshuacarrillo@hotmail.com,5,Machine Learning,4.66,4.38
U00887,joseph48,17,Male,fordmichelle@hotmail.com,7,Data Science,4.51,4.18
U00888,ywright,15,Male,rubenvargas@outlook.com,10,Machine Learning,3.55,3.07
U00889,robbinscatherine,31,Female,glopez@gmail.com,2,Cyber Security,4.3,4.0
U00890,jacobscharles,31,Female,jonesbrian@hotmail.com,8,Cyber Security,3.56,3.28
U00891,christopher59,28,Female,andrew63@gmail.com,2,Web Dev,4.71,4.7
U00892,joneskayla,35,Male,jmack@hotmail.com,4,Web Dev,3.98,3.94
U00893,dwillis,15,Male,johnjensen@gmail.com,1,Data Science,4.34,4.05
U00894,edwardsjared,28,Female,donna27@gmail.com,5,Web Dev,3.92,3.45
U00895,seanlambert,15,Male,garnerjohn@hotmail.com,9,Cyber Security,4.67,4.24
U00896,calvindavis,29,Female,matanancy@hotmail.com,1,Data Science,4.83,4.34
U00897,zmarshall,20,Male,rjohnson@outlook.com,9,Data Science,4.1,3.84
U00898,michelleramos,24,Female,fschwartz@gmail.com,8,Web Dev,4.79,4.4
U00899,hallbrian,19,Male,ydavis@hotmail.com,6,Cyber Security,3.9,3.48
U00900,kochshannon,26,Female,yclark@gmail.com,7,Data Science,4.3,3.98
U00901,adam68,23,Female,john91@outlook.com,3,Cyber Security,4.79,4.62
U00902,jacobscameron,29,Male,christinapeterson@yahoo.com,1,Cyber Security,3.99,3.76
U00903,rojasjames,29,Female,omoon@gmail.com,5,Cyber Security,4.93,4.5
U00904,kristen47,16,Female,vmclean@yahoo.com,2,Web Dev,3.68,3.53
U00905,llawrence,15,Male,daniel77@outlook.com,5,Machine Learning,3.53,3.07
U00906,nicholsonkaren,34,Female,michaelsmith@outlook.com,8,Machine Learning,4.86,4.75
U00907,pachecomary,23,Female,adam92@outlook.com,9,Data Science,3.6,3.23
U00908,tommywilkinson,16,Female,sarah20@gmail.com,2,Cyber Security,4.99,4.67
U00909,kristinevance,35,Female,whiteeric@hotmail.com,3,Web Dev,4.93,4.56
U00910,ramirezaaron,20,Female,costatraci@hotmail.com,3,Cyber Security,3.71,3.49
U00911,qallen,15,Female,jennifercollins@yahoo.com,1,Cyber Security,4.31,3.84
U00912,anthony80,28,Male,stephaniezimmerman@yahoo.com,8,Web Dev,3.78,3.46
U00913,boyerjoseph,35,Female,michaeladams@hotmail.com,6,Machine Learning,4.14,4.0
U00914,goodwinmichelle,22,Male,danielmcclure@hotmail.com,8,Cyber Security,3.59,3.27
U00915,phillipssean,24,Female,carolynrivera@outlook.com,9,Cyber Security,3.84,3.7
U00916,donnacarlson,20,Male,cooperzachary@yahoo.com,5,Machine Learning,4.04,3.89
U00917,tylersheppard,28,Female,webbheather@hotmail.com,3,Web Dev,4.16,3.96
U00918,maddoxmichael,35,Male,joshuadelgado@outlook.com,5,Data Science,4.97,4.54
U00919,kwheeler,28,Male,wbarrera@gmail.com,5,Machine Learning,4.71,4.46
U00920,robertortiz,18,Female,randy02@gmail.com,5,Data Science,4.61,4.27
U00921,nharris,26,Male,joshuaduran@gmail.com,3,Data Science,4.31,4.11
U00922,rwilliams,31,Female,hball@outlook.com,10,Machine Learning,4.76,4.63
U00923,scott83,29,Female,nataliejackson@gmail.com,4,Cyber Security,4.01,3.53
U00924,grahammary,34,Male,traceyortiz@gmail.com,9,Data Science,4.56,4.26
U00925,tjackson,31,Male,mmendoza@yahoo.com,10,Data Science,4.99,4.52
U00926,debbie38,32,Male,michelewolf@gmail.com,9,Web Dev,3.97,3.87
U00927,kbowman,26,Male,lguerrero@yahoo.com,2,Cyber Security,4.51,4.44
U00928,uleon,33,Female,butlermichael@outlook.com,8,Data Science,4.77,4.34
U00929,taylortiffany,25,Female,jennifergilbert@yahoo.com,8,Web Dev,4.87,4.53
U00930,joe26,34,Male,jeffreyramirez@hotmail.com,7,Cyber Security,4.58,4.49
U00931,pgrant,31,Male,jeffreyvaughn@outlook.com,8,Machine Learning,3.93,3.8
U00932,yolandamckinney,21,Male,qjimenez@yahoo.com,3,Machine Learning,3.99,3.59
U00933,rebeccagrant,27,Female,millerjessica@hotmail.com,6,Web Dev,3.53,3.3
U00934,clarkamanda,15,Female,jimmycampbell@outlook.com,1,Machine Learning,4.64,4.3
U00935,andrew43,16,Female,hoconnell@outlook.com,7,Data Science,3.56,3.4
U00936,markmcbride,30,Female,hrobinson@hotmail.com,1,Cyber Security,4.8,4.61
U00937,kimberly76,35,Male,billyhamilton@hotmail.com,9,Data Science,3.68,3.18
U00938,kellylevy,30,Male,uball@hotmail.com,1,Data Science,3.76,3.64
U00939,regina72,18,Male,autumn95@yahoo.com,1,Machine Learning,4.21,3.96
U00940,bhughes,15,Female,patrickdavis@hotmail.com,7,Data Science,4.61,4.19
U00941,riceemily,20,Female,michael80@gmail.com,2,Machine Learning,3.71,3.59
U00942,greeves,21,Male,jonathanmullins@hotmail.com,5,Cyber Security,4.16,3.95
U00943,patrickevans,21,Female,christopheraguilar@hotmail.com,8,Cyber Security,4.22,3.91
U00944,mcdowellrichard,28,Female,mwoods@yahoo.com,8,Data Science,3.82,3.58
U00945,meganaguilar,27,Female,jenna45@gmail.com,3,Web Dev,3.67,3.44
U00946,cobbrebecca,20,Female,esmith@hotmail.com,7,Machine Learning,4.75,4.57
U00947,phillipsthomas,31,Female,robert99@yahoo.com,3,Machine Learning,4.25,3.96
U00948,jenna85,34,Male,harringtonjason@hotmail.com,6,Data Science,3.52,3.21
U00949,andersondaniel,16,Male,dustinsimmons@hotmail.com,6,Machine Learning,4.7,4.37
U00950,loricruz,33,Female,amartinez@yahoo.com,3,Machine Learning,4.97,4.93
U00951,perkinsian,15,Male,benjamintaylor@gmail.com,7,Web Dev,4.41,4.09
U00952,fullerlaura,22,Female,dreeves@gmail.com,3,Web Dev,4.26,3.78
U00953,lindsay67,31,Male,randall43@hotmail.com,8,Data Science,4.82,4.55
U00954,emily45,21,Female,judywilliams@yahoo.com,10,Web Dev,4.93,4.57
U00955,howardfranco,35,Female,christopher22@hotmail.com,4,Data Science,4.63,4.35
U00956,sarahwilliams,21,Female,kellygregory@hotmail.com,1,Cyber Security,4.17,3.74
U00957,courtneyspence,22,Male,xmartin@gmail.com,4,Data Science,4.39,3.93
U00958,vanessa84,28,Female,douglas85@gmail.com,7,Cyber Security,4.55,4.46
U00959,jillianbenitez,22,Male,brownmonica@outlook.com,4,Data Science,3.79,3.57
U00960,zdominguez,17,Male,jenniferzavala@gmail.com,6,Machine Learning,4.17,3.97
U00961,yodervalerie,31,Male,elizabeth16@outlook.com,9,Web Dev,4.74,4.54
U00962,mullenraven,20,Male,jamesgreen@hotmail.com,1,Cyber Security,4.48,4.42
U00963,xespinoza,20,Female,arivera@yahoo.com,5,Data Science,4.12,3.71
U00964,melissa75,16,Female,chavezbryce@outlook.com,7,Web Dev,4.5,4.48
U00965,alexanderhart,34,Female,abigailstevens@hotmail.com,1,Data Science,3.68,3.42
U00966,don65,23,Female,autumn61@outlook.com,4,Web Dev,4.1,3.77
U00967,haledalton,15,Male,tevans@outlook.com,6,Web Dev,4.69,4.59
U00968,wmartin,21,Male,bryan25@outlook.com,2,Data Science,3.83,3.38
U00969,kevin31,29,Male,karina05@gmail.com,10,Cyber Security,3.78,3.36
U00970,lcollins,18,Male,kelly21@yahoo.com,5,Cyber Security,4.93,4.69
U00971,xhicks,19,Female,ybaldwin@gmail.com,10,Machine Learning,3.81,3.6
U00972,dross,27,Female,juanthomas@gmail.com,1,Web Dev,3.89,3.77
U00973,robertsnicolas,22,Male,mark15@yahoo.com,6,Machine Learning,4.95,4.59
U00974,qcraig,31,Male,stephensonelizabeth@yahoo.com,6,Machine Learning,4.6,4.53
U00975,kroman,35,Female,jrobinson@hotmail.com,4,Data Science,4.55,4.21
U00976,johnsonchristopher,30,Male,lynchnorma@gmail.com,8,Data Science,4.78,4.36
U00977,mrubio,33,Female,birdjeanette@yahoo.com,4,Data Science,3.67,3.56
U00978,hgonzalez,18,Male,sherrypalmer@gmail.com,8,Web Dev,4.56,4.13
U00979,berryjohn,16,Female,richard23@hotmail.com,8,Data Science,4.26,4.24
U00980,oliverwayne,17,Male,fdavis@yahoo.com,5,Data Science,4.74,4.28
U00981,vbryant,34,Male,zachary79@yahoo.com,4,Web Dev,4.26,4.2
U00982,austinandrea,27,Female,gmontoya@outlook.com,2,Web Dev,4.43,4.11
U00983,richardrhodes,26,Female,thomasperry@yahoo.com,3,Cyber Security,4.22,4.09
U00984,ilambert,27,Male,hhall@outlook.com,3,Data Science,4.22,3.8
U00985,sara25,21,Male,sara90@hotmail.com,4,Data Science,4.65,4.39
U00986,crystalharris,25,Male,davidmartin@outlook.com,4,Data Science,4.44,4.37
U00987,jonathanhanson,27,Female,melissa05@gmail.com,10,Cyber Security,4.45,4.16
U00988,haley70,21,Female,adouglas@yahoo.com,5,Data Science,4.18,3.98
U00989,dillonmatthew,26,Male,dbrewer@yahoo.com,4,Cyber Security,4.3,3.97
U00990,nunezsandra,20,Male,hallcarl@outlook.com,10,Machine Learning,4.62,4.18
U00991,fernandezkristen,30,Male,stephanieyork@gmail.com,8,Cyber Security,4.74,4.54
U00992,achase,22,Female,pdean@outlook.com,6,Machine Learning,4.54,4.4
U00993,jamesarnold,17,Male,crystalblankenship@outlook.com,6,Data Science,4.89,4.88
U00994,chaneyjeremy,29,Female,hannah24@gmail.com,8,Machine Learning,4.73,4.44
U00995,yholloway,27,Female,victoriawelch@hotmail.com,7,Cyber Security,4.34,4.14
U00996,jon28,24,Male,myersanna@gmail.com,10,Web Dev,4.51,4.32
U00997,vmyers,34,Female,edwardbarrera@outlook.com,10,Machine Learning,4.89,4.8
U00998,brendarogers,18,Male,mckayandrea@gmail.com,8,Machine Learning,4.43,4.21
U00999,tshaffer,33,Female,reedjeffrey@outlook.com,2,Data Science,4.74,4.25
U01000,tara10,16,Female,matthewserrano@gmail.com,9,Cyber Security,4.53,4.38
U01001,matthewrobertson,18,Male,briannaalvarado@yahoo.com,1,Machine Learning,4.33,4.03
U01002,paul47,19,Male,sara84@yahoo.com,8,Machine Learning,3.86,3.47
U01003,james19,35,Male,cameron98@hotmail.com,4,Machine Learning,4.14,3.77
U01004,albertbell,16,Female,rachel22@yahoo.com,4,Machine Learning,4.95,4.79
U01005,zshelton,19,Male,eric88@hotmail.com,5,Web Dev,4.49,4.18
U01006,youngcolleen,19,Male,shannonmiller@yahoo.com,8,Cyber Security,4.35,3.91
U01007,thompsonalicia,30,Male,maldonadopaul@gmail.com,5,Data Science,4.9,4.89
U01008,julie04,18,Male,enewton@outlook.com,8,Data Science,4.38,4.16
U01009,jessicamorrow,15,Female,narnold@hotmail.com,10,Web Dev,4.29,4.18
U01010,staceybrown,35,Female,matthewlawrence@gmail.com,1,Cyber Security,4.64,4.45
U01011,uarnold,18,Male,ginabenitez@gmail.com,10,Machine Learning,4.57,4.36
U01012,aolson,35,Female,kimberlylong@gmail.com,9,Web Dev,3.79,3.42
U01013,pcook,22,Male,kimberly96@yahoo.com,6,Cyber Security,4.21,4.16
U01014,jessicalong,17,Male,stevenperez@yahoo.com,3,Machine Learning,4.21,3.95
U01015,coledennis,29,Male,browndavid@outlook.com,8,Web Dev,4.07,3.79
U01016,nwright,27,Female,sandovalnorma@yahoo.com,9,Cyber Security,4.28,4.03
U01017,dhernandez,21,Female,tylermartin@gmail.com,6,Data Science,4.12,3.75
U01018,shannonrobertson,23,Female,sarasparks@yahoo.com,7,Data Science,3.8,3.61
U01019,monique55,27,Male,rossashley@gmail.com,1,Cyber Security,4.12,3.65
U01020,vwhitehead,28,Male,shannonsparks@gmail.com,5,Data Science,3.61,3.37
U01021,richardmendez,29,Female,wernerleon@yahoo.com,5,Cyber Security,4.36,4.07
U01022,butlerjessica,17,Male,lisa97@gmail.com,10,Machine Learning,4.78,4.37
U01023,eford,18,Male,david19@outlook.com,4,Cyber Security,4.59,4.45
U01024,yandersen,17,Female,fmeyer@hotmail.com,6,Machine Learning,4.04,4.0
U01025,tyronepham,34,Male,loriyoung@outlook.com,7,Web Dev,3.63,3.28
U01026,montescrystal,33,Female,ayalaariana@outlook.com,9,Cyber Security,3.8,3.56
U01027,candice51,32,Male,tinastevens@gmail.com,1,Web Dev,4.32,3.87
U01028,gchapman,23,Female,tammy34@hotmail.com,6,Data Science,3.81,3.32
U01029,mooneyjoseph,15,Male,samantha60@outlook.com,7,Machine Learning,4.32,4.12
U01030,jkennedy,23,Female,jonesalexandra@outlook.com,3,Cyber Security,3.85,3.64
U01031,vasquezsarah,15,Male,ocurry@hotmail.com,8,Web Dev,4.77,4.57
U01032,brownvanessa,16,Male,kathleenjones@yahoo.com,5,Machine Learning,4.1,3.94
U01033,dsampson,30,Male,xsingleton@outlook.com,9,Machine Learning,3.87,3.48
U01034,thomas88,18,Female,michael37@gmail.com,5,Data Science,4.72,4.34
U01035,robert02,33,Male,vmueller@hotmail.com,9,Data Science,4.01,3.77
U01036,johnwatson,35,Male,cheryl57@hotmail.com,10,Machine Learning,3.67,3.65
U01037,jeremy46,32,Female,wyatt99@gmail.com,4,Machine Learning,4.36,4.21
U01038,tanya50,33,Male,lunajuan@hotmail.com,9,Cyber Security,4.37,4.22
U01039,zellis,21,Female,misty82@gmail.com,5,Machine Learning,4.57,4.16
U01040,ecook,21,Female,gamblejames@gmail.com,10,Cyber Security,3.86,3.82
U01041,nortontiffany,23,Female,karen17@yahoo.com,9,Machine Learning,4.17,3.77
U01042,xjohnson,26,Male,ashleymcbride@outlook.com,3,Data Science,3.92,3.59
U01043,howardtammie,19,Female,devinanderson@outlook.com,4,Cyber Security,3.62,3.25
U01044,kwhite,31,Female,jeffreybell@hotmail.com,9,Web Dev,4.81,4.59
U01045,brandonperkins,32,Female,jamescastro@yahoo.com,10,Data Science,4.59,4.25
U01046,ijordan,28,Female,zgray@hotmail.com,6,Cyber Security,3.95,3.65
U01047,sarah46,29,Female,vlawson@hotmail.com,2,Cyber Security,4.4,4.02
U01048,hwilliams,16,Female,vazquezsusan@outlook.com,7,Web Dev,3.8,3.58
U01049,sramirez,34,Male,danielle21@outlook.com,2,Cyber Security,4.84,4.6
U01050,charlotte36,25,Female,cameron97@outlook.com,2,Machine Learning,3.67,3.35
U01051,fmanning,18,Female,whitneysarah@gmail.com,1,Web Dev,3.51,3.46
U01052,villakenneth,22,Female,franklinmichelle@outlook.com,3,Data Science,4.25,4.03
U01053,gonzalesmatthew,26,Female,thomaslivingston@outlook.com,6,Data Science,4.37,3.88
U01054,jason85,20,Female,jacqueline31@yahoo.com,8,Machine Learning,4.37,4.35
U01055,gloria53,22,Female,xcasey@outlook.com,9,Data Science,3.58,3.42
U01056,heather91,15,Male,pruittmichael@hotmail.com,7,Cyber Security,3.97,3.81
U01057,mcdowellaudrey,33,Male,richardsonangela@gmail.com,4,Cyber Security,4.25,3.93
U01058,jon17,34,Female,alandavis@gmail.com,6,Machine Learning,3.82,3.77
U01059,john53,30,Male,sandraswanson@hotmail.com,5,Data Science,4.81,4.5
U01060,edwin85,34,Female,caitlyn34@outlook.com,8,Data Science,3.63,3.58
U01061,akemp,22,Female,shelby47@outlook.com,1,Machine Learning,4.23,4.18
U01062,kellerkaren,22,Female,rebeccawilliams@gmail.com,1,Web Dev,4.54,4.18
U01063,djones,31,Female,qhernandez@gmail.com,6,Data Science,3.89,3.73
U01064,nfields,26,Female,mstokes@gmail.com,10,Web Dev,4.44,3.95
U01065,stewartdavid,15,Male,bcallahan@gmail.com,2,Data Science,4.74,4.72
U01066,jennifer14,19,Female,kgonzalez@hotmail.com,5,Data Science,3.79,3.57
U01067,kcurry,17,Male,davidwhite@hotmail.com,1,Data Science,4.88,4.82
U01068,amercer,32,Female,annetteshaffer@gmail.com,7,Data Science,4.33,4.15
U01069,jonyoung,35,Male,travis38@yahoo.com,1,Cyber Security,3.95,3.45
U01070,mark45,32,Male,hannahpaul@yahoo.com,4,Web Dev,4.15,3.71
U01071,stonecheryl,19,Female,lauramcneil@hotmail.com,9,Web Dev,3.97,3.95
U01072,monica52,32,Male,cshields@yahoo.com,1,Data Science,4.59,4.31
U01073,kristinrivera,23,Male,eingram@gmail.com,4,Data Science,4.69,4.37
U01074,dfoster,26,Female,robinsondouglas@gmail.com,6,Web Dev,4.75,4.65
U01075,rachel61,17,Male,alvaradochristopher@gmail.com,6,Cyber Security,4.98,4.91
U01076,michaelcarr,20,Male,christina08@yahoo.com,8,Machine Learning,4.69,4.24
U01077,morenosarah,24,Female,markrose@outlook.com,1,Machine Learning,4.4,3.92
U01078,daniel49,27,Male,herreralinda@hotmail.com,7,Web Dev,4.01,3.51
U01079,jeffreyallen,21,Male,buckkevin@gmail.com,1,Data Science,4.32,3.93
U01080,ashley40,30,Female,tanya13@gmail.com,7,Data Science,3.56,3.23
U01081,unewman,26,Female,brianbush@gmail.com,3,Cyber Security,4.62,4.45
U01082,harristimothy,25,Male,efranklin@yahoo.com,8,Machine Learning,4.17,4.08
U01083,markmoore,29,Male,morgan59@gmail.com,3,Cyber Security,3.53,3.49
U01084,pwright,24,Male,lwilson@yahoo.com,1,Machine Learning,3.59,3.24
U01085,bmosley,26,Female,mistygould@gmail.com,8,Web Dev,4.08,3.69
U01086,zhensley,29,Female,cford@hotmail.com,3,Machine Learning,4.38,3.97
U01087,colerobert,19,Male,khughes@outlook.com,2,Cyber Security,4.2,3.74
U01088,paigeryan,21,Male,shaffersabrina@hotmail.com,1,Cyber Security,4.43,3.99
U01089,stewartdrew,17,Female,blackmark@outlook.com,3,Cyber Security,4.22,3.72
U01090,lhubbard,25,Female,kimhayes@hotmail.com,2,Web Dev,4.49,4.37
U01091,lisa81,29,Female,michelle24@outlook.com,2,Machine Learning,3.83,3.45
U01092,ureese,34,Female,mikeroberts@gmail.com,6,Machine Learning,3.67,3.38
U01093,vharris,23,Female,bshields@outlook.com,1,Cyber Security,4.39,4.26
U01094,davidmolina,30,Male,mark40@hotmail.com,2,Machine Learning,4.23,3.74
U01095,kathleenrios,21,Female,floydmelanie@gmail.com,6,Data Science,3.54,3.09
U01096,karen44,18,Male,ellisteresa@hotmail.com,3,Data Science,4.07,4.01
